451.487292,0
607.631716,0
396.938048,0
326.903323,0
260.297095,0
587.188115,0
465.127601,0
26.606821,0
320.781537,0
189.685708,0
231.530603,0
281.515656,0
192.939920,0
269.089421,0
282.662461,0
374.066056,0
180.750715,0
180.804627,0
327.970662,0
241.116431,0
519.539576,0
543.001375,0
395.546010,0
378.062558,0
409.343427,0
728.008723,0
693.596855,0
600.080980,0
493.510364,0
413.136970,0
643.555330,0
340.243855,0
509.808206,0
515.766995,0
372.551717,0
469.090837,0
548.384307,0
455.556705,0
405.237418,0
503.254563,0
877.078260,1
832.152246,1
892.289484,1
869.299117,1
894.231720,1
856.802249,1
803.320169,1
870.644780,1
885.287999,1
881.102735,1
1540.698861,1
1548.561081,1
1544.938423,1
1632.585912,1
1594.480753,1
1623.406212,1
1615.033125,1
1608.775787,1
1685.344176,1
1662.186288,1
1035.688582,1
864.943003,1
1095.432101,1
947.380408,1
909.570327,1
995.563999,1
1112.561864,1
1082.717937,1
1027.143347,1
785.981663,1
1129.901632,1
1104.029529,1
1011.720472,1
1021.513430,1
897.022983,1
885.980408,1
1173.805666,1
977.263033,1
1000.715299,1
883.163521,1
